moisture,temp,humidity,light,plant_type,plant_type_encoded,water_needed,health_score
25.6,18.26,68.54,282.91,Fern,2,1,46.09
67.81,27.82,75.82,302.78,Rose,0,0,86.0
64.57,28.14,50.7,625.79,Rose,0,0,81.09
9.38,31.29,37.62,910.51,Cactus,1,1,40.3
43.0,29.0,55.0,550.0,Rose,0,1,70.0
13.28,38.7,34.34,963.3,Cactus,1,1,30.51
24.44,28.27,26.5,888.91,Cactus,1,0,69.87
12.79,36.23,32.02,844.08,Cactus,1,0,66.9
48.16,19.81,78.68,216.8,Fern,2,1,39.55
19.55,21.74,57.45,597.58,Rose,0,1,31.44
74.46,21.73,62.06,260.87,Fern,2,0,87.8
23.6,25.35,75.94,236.38,Fern,2,1,41.81
6.23,40.44,32.58,770.75,Cactus,1,1,41.01
7.76,40.28,43.6,656.54,Cactus,1,1,37.54
69.06,22.98,58.2,322.55,Rose,0,0,93.2
35.03,27.69,72.87,619.13,Rose,0,1,45.82
12.98,33.62,40.0,677.53,Cactus,1,0,79.17
59.59,20.95,54.82,374.63,Rose,0,0,80.66
16.17,29.7,35.38,894.36,Cactus,1,0,81.71
17.57,38.57,31.51,919.96,Cactus,1,0,83.97
14.27,29.7,27.58,638.4,Cactus,1,0,82.73
39.3,29.55,30.56,615.97,Cactus,1,0,86.43
71.84,18.1,81.7,310.7,Fern,2,0,94.23
20.49,25.29,69.71,349.52,Fern,2,1,43.38
32.94,21.79,87.45,225.35,Fern,2,1,54.46
24.84,22.72,76.6,321.09,Fern,2,1,32.95
30.08,41.92,36.55,811.96,Cactus,1,0,85.27
17.02,24.99,60.38,548.37,Rose,0,1,31.43
23.78,38.99,42.3,963.03,Cactus,1,0,86.05
14.56,28.86,39.52,774.72,Cactus,1,0,66.91
74.27,26.35,88.06,205.72,Fern,2,0,86.13
82.53,27.36,61.92,397.42,Fern,2,0,85.52
10.31,36.33,20.25,776.36,Cactus,1,1,52.95
14.58,35.42,26.05,790.23,Cactus,1,1,45.08
14.87,28.18,33.99,800.41,Cactus,1,0,83.47
14.81,34.77,41.59,823.72,Cactus,1,1,35.98
20.49,29.6,23.78,685.62,Cactus,1,0,72.32
62.26,26.07,72.85,395.06,Rose,0,0,89.79
41.15,29.68,79.07,599.86,Rose,0,1,37.57
20.71,26.35,89.24,190.64,Fern,2,1,33.01
5.08,31.07,20.92,641.05,Cactus,1,1,33.43
10.82,28.91,31.6,945.5,Cactus,1,0,78.55
41.06,27.32,73.13,637.91,Rose,0,1,56.49
15.76,32.53,25.67,734.9,Cactus,1,0,67.31
74.05,18.67,89.26,395.09,Fern,2,0,94.75
6.79,39.2,33.82,750.69,Cactus,1,1,27.47
5.62,40.37,31.21,793.96,Cactus,1,1,42.14
77.81,25.15,64.15,464.74,Rose,0,0,83.76
9.33,28.61,24.14,769.31,Cactus,1,1,30.17
80.28,27.29,71.62,169.85,Fern,2,0,80.37
22.54,22.67,74.46,402.27,Fern,2,1,32.96
39.87,23.17,57.46,546.86,Rose,0,1,54.68
18.58,39.42,41.53,921.68,Cactus,1,0,88.83
6.95,32.83,28.39,971.84,Cactus,1,1,49.24
86.7,19.37,77.42,301.65,Fern,2,0,83.26
11.08,32.24,26.58,736.85,Cactus,1,0,67.3
82.41,20.3,76.58,261.65,Fern,2,0,92.15
26.63,28.07,39.02,613.42,Cactus,1,0,85.31
25.57,34.71,20.64,729.67,Cactus,1,0,76.06
84.47,19.34,61.94,687.79,Rose,0,0,94.76
44.73,19.46,84.99,312.09,Fern,2,1,56.24
30.0,33.0,45.0,750.0,Cactus,1,1,55.0
86.01,25.61,65.63,176.52,Fern,2,0,93.18
14.94,40.32,35.59,816.36,Cactus,1,1,43.36
70.68,26.09,64.41,252.79,Fern,2,0,94.63
82.54,26.04,81.45,327.95,Fern,2,0,81.21
17.01,27.0,56.3,659.22,Rose,0,1,36.21
27.83,22.61,70.39,387.3,Rose,0,1,60.17
25.67,26.63,58.91,526.56,Rose,0,1,45.63
11.63,38.39,41.21,760.6,Cactus,1,1,33.33
84.34,20.71,66.07,244.15,Fern,2,0,84.78
82.63,18.73,58.31,622.48,Rose,0,0,92.23
36.4,37.11,33.32,723.25,Cactus,1,0,75.97
40.0,18.8,73.26,199.01,Fern,2,1,34.4
11.15,40.62,31.54,842.14,Cactus,1,0,81.6
91.15,24.04,62.31,172.68,Fern,2,0,98.24
29.53,36.69,28.81,919.75,Cactus,1,0,78.74
78.65,27.41,86.29,180.77,Fern,2,0,86.93
31.66,20.4,62.85,244.48,Fern,2,1,30.34
25.31,27.87,73.32,309.56,Fern,2,1,54.25
81.75,25.42,65.1,208.49,Fern,2,0,96.2
27.35,31.84,21.99,632.55,Cactus,1,0,89.09
55.28,19.22,69.91,302.02,Rose,0,0,77.74
19.17,40.27,44.91,739.96,Cactus,1,0,77.13
32.6,23.78,84.98,391.25,Fern,2,1,55.12
84.7,21.87,74.3,401.86,Rose,0,0,91.1
56.22,28.27,71.11,489.67,Rose,0,0,76.58
14.77,38.6,24.04,781.22,Cactus,1,1,46.27
78.17,20.38,50.17,626.18,Rose,0,0,90.95
27.76,22.15,61.13,695.06,Rose,0,1,32.87
38.11,26.2,63.38,409.45,Rose,0,1,63.13
66.65,25.72,63.75,518.25,Rose,0,0,94.49
37.99,37.0,30.53,841.75,Cactus,1,0,87.44
82.87,22.84,60.16,391.35,Fern,2,0,94.2
31.68,28.95,37.7,806.54,Cactus,1,0,69.21
79.39,30.0,79.9,522.17,Rose,0,0,92.32
23.07,27.57,59.31,482.09,Rose,0,1,31.31
22.41,19.91,76.15,387.69,Rose,0,1,60.14
81.72,25.12,70.37,615.67,Rose,0,0,87.14
17.81,40.7,36.77,812.97,Cactus,1,0,68.56
10.06,31.09,20.97,613.69,Cactus,1,1,29.27
25.03,27.25,53.2,330.06,Rose,0,1,53.1
8.57,39.03,26.28,814.35,Cactus,1,1,34.54
18.15,20.9,79.6,357.0,Rose,0,1,45.19
78.13,27.21,61.2,237.44,Fern,2,0,83.55
84.04,22.55,80.03,401.21,Fern,2,0,83.46
36.67,28.27,74.91,458.87,Rose,0,1,53.04
36.25,28.04,70.92,572.06,Rose,0,1,51.5
41.78,27.81,60.25,403.77,Rose,0,1,45.16
72.31,20.48,61.88,287.68,Fern,2,0,92.42
7.98,29.48,39.55,844.78,Cactus,1,1,25.14
23.13,23.77,73.92,185.61,Fern,2,1,57.35
26.91,19.59,67.03,575.79,Rose,0,1,55.55
14.55,35.32,27.49,629.21,Cactus,1,1,39.7
12.74,36.43,42.31,768.48,Cactus,1,1,42.62
31.66,40.41,34.83,748.78,Cactus,1,0,77.48
68.82,20.48,60.93,501.37,Rose,0,0,89.69
82.69,20.6,64.78,198.14,Fern,2,0,81.54
44.14,20.17,75.63,496.91,Rose,0,1,41.54
41.21,29.81,73.05,467.11,Rose,0,1,46.32
33.26,21.34,71.84,308.98,Fern,2,1,32.65
18.51,29.28,68.83,433.96,Rose,0,1,34.45
20.39,23.4,85.53,437.29,Fern,2,1,43.66
38.0,30.0,48.0,670.0,Rose,0,1,68.0
25.31,25.22,61.21,271.63,Fern,2,1,42.82
10.73,39.64,26.83,796.87,Cactus,1,0,72.54
12.72,34.98,20.3,603.43,Cactus,1,1,35.12
30.57,25.1,61.97,321.9,Rose,0,1,42.14
78.26,27.27,63.16,379.33,Fern,2,0,87.2
76.03,18.87,74.66,582.5,Rose,0,0,78.23
65.48,26.71,76.91,654.83,Rose,0,0,91.15
68.17,18.94,50.76,685.06,Rose,0,0,92.54
11.57,31.37,24.79,948.93,Cactus,1,1,27.29
41.05,23.56,70.76,423.4,Fern,2,1,29.33
36.4,27.02,70.32,369.9,Fern,2,1,49.04
29.02,25.36,55.01,696.47,Rose,0,1,38.8
71.7,24.86,58.4,607.8,Rose,0,0,79.91
65.23,19.36,77.74,650.94,Rose,0,0,80.68
22.0,36.0,32.0,880.0,Cactus,1,1,44.0
22.73,23.55,76.05,590.87,Rose,0,1,53.19
39.46,27.55,64.54,293.22,Fern,2,1,47.68
22.13,22.48,56.82,329.28,Rose,0,1,48.92
36.74,27.6,61.46,179.4,Fern,2,1,29.42
32.34,20.41,80.17,397.82,Fern,2,1,48.89
70.8,22.25,87.24,302.12,Fern,2,0,82.46
68.81,23.71,65.56,233.59,Fern,2,0,82.82
82.25,20.87,54.35,495.78,Rose,0,0,96.94
68.45,21.52,59.86,569.01,Rose,0,0,90.89
72.72,22.33,80.56,249.74,Fern,2,0,80.29
14.2,41.91,21.12,889.18,Cactus,1,1,35.78
74.73,24.82,52.81,447.09,Rose,0,0,81.78
12.01,38.18,34.05,959.89,Cactus,1,1,39.19
76.23,22.29,76.23,358.93,Fern,2,0,92.26
74.95,26.95,79.99,386.22,Fern,2,0,87.67
32.97,30.22,35.26,651.43,Cactus,1,0,86.08
56.55,24.38,66.22,554.97,Rose,0,0,89.18
13.03,36.01,32.82,711.53,Cactus,1,1,52.41
8.41,29.0,30.24,718.26,Cactus,1,1,44.07
86.78,26.58,89.93,222.45,Fern,2,0,81.4
14.26,31.2,35.86,684.39,Cactus,1,1,34.29
41.05,23.85,76.84,619.94,Rose,0,1,46.41
73.45,29.88,54.2,507.33,Rose,0,0,93.89
75.88,22.91,55.2,362.57,Rose,0,0,81.59
65.74,19.36,70.15,508.12,Rose,0,0,91.02
12.93,40.71,43.59,964.85,Cactus,1,1,40.08
32.68,32.87,36.62,902.27,Cactus,1,0,90.45
11.01,38.41,32.66,840.96,Cactus,1,1,26.28
35.05,25.43,63.9,451.91,Rose,0,1,58.66
67.98,20.89,69.29,224.99,Fern,2,0,88.07
24.93,29.48,36.42,912.4,Cactus,1,0,76.0
83.49,19.76,77.8,496.85,Rose,0,0,82.51
70.98,18.62,60.1,353.77,Rose,0,0,77.37
12.75,31.8,32.42,708.02,Cactus,1,1,28.43
89.01,23.79,78.97,196.94,Fern,2,0,89.43
82.18,21.25,68.09,207.28,Fern,2,0,92.72
64.71,23.11,65.23,396.96,Rose,0,0,77.77
42.76,20.17,67.04,666.2,Rose,0,1,34.93
38.27,23.44,65.73,476.31,Rose,0,1,45.26
24.51,39.28,33.76,616.5,Cactus,1,0,82.28
14.67,28.72,32.62,873.01,Cactus,1,1,50.58
30.87,28.05,35.49,735.09,Cactus,1,0,86.94
60.5,21.65,65.74,472.78,Rose,0,0,80.87
84.58,23.74,80.02,383.11,Fern,2,0,95.98
14.09,37.73,30.11,762.72,Cactus,1,0,83.35
70.67,27.24,56.47,549.16,Rose,0,0,77.77
85.27,19.25,83.18,221.08,Fern,2,0,92.72
55.94,25.64,59.43,503.43,Rose,0,0,92.75
6.39,34.22,35.66,785.78,Cactus,1,1,35.51
11.33,37.85,20.11,663.44,Cactus,1,1,45.59
11.3,28.76,38.72,720.68,Cactus,1,1,24.2
21.24,18.32,55.44,533.22,Rose,0,1,43.33
48.04,20.51,63.61,325.36,Fern,2,1,60.72
32.71,21.22,68.72,463.76,Rose,0,1,48.97
49.87,23.83,84.37,248.08,Fern,2,1,39.76
11.52,39.84,37.31,763.37,Cactus,1,1,44.42
22.51,20.11,82.57,165.39,Fern,2,1,41.64
30.77,41.88,23.21,639.56,Cactus,1,0,85.19
7.47,36.97,36.67,661.83,Cactus,1,1,40.57
12.0,39.0,20.0,980.0,Cactus,1,1,32.0
81.01,21.55,61.56,159.52,Fern,2,0,87.72
16.96,33.47,34.86,788.77,Cactus,1,0,90.39
86.74,26.23,87.98,313.28,Fern,2,0,84.28
13.34,38.37,23.57,886.3,Cactus,1,1,47.57
75.94,24.43,59.29,625.52,Rose,0,0,90.29
47.21,27.92,66.25,256.63,Fern,2,1,51.0
5.19,29.74,30.34,787.29,Cactus,1,1,35.41
22.87,25.14,51.54,498.55,Rose,0,1,48.84
36.39,22.17,64.81,201.28,Fern,2,1,41.34
13.76,35.55,27.06,761.59,Cactus,1,1,25.69
28.89,27.38,84.56,445.07,Fern,2,1,35.14
43.62,21.06,61.21,326.51,Fern,2,1,41.77
24.48,24.09,51.25,359.34,Rose,0,1,60.77
82.66,19.06,55.88,318.09,Rose,0,0,83.77
76.12,20.56,54.09,305.82,Rose,0,0,83.62
41.82,20.76,56.39,312.45,Rose,0,1,53.32
32.08,24.73,80.47,244.57,Fern,2,1,31.57
55.0,27.0,58.0,470.0,Rose,0,0,80.0
90.07,18.62,62.77,198.84,Fern,2,0,91.72
31.34,18.62,70.18,301.78,Fern,2,1,32.38
15.39,25.96,55.34,684.43,Rose,0,1,34.27
69.17,22.87,72.9,329.07,Fern,2,0,96.91
27.79,26.86,86.87,239.19,Fern,2,1,34.03
83.16,25.97,67.51,337.46,Fern,2,0,90.61
41.36,27.57,69.75,640.23,Rose,0,1,59.72
62.2,18.91,53.87,351.22,Rose,0,0,78.26
75.1,27.44,79.25,351.44,Fern,2,0,90.89
11.93,29.88,27.48,736.31,Cactus,1,1,48.42
20.49,26.18,61.2,416.97,Fern,2,1,57.32
76.7,27.97,76.77,246.35,Fern,2,0,83.63
20.55,24.5,76.19,592.89,Rose,0,1,54.78
40.77,20.33,78.76,374.12,Fern,2,1,35.61
37.45,35.46,23.95,864.44,Cactus,1,0,87.58
35.89,22.08,71.74,326.14,Rose,0,1,42.34
76.67,21.37,50.73,558.19,Rose,0,0,80.21
62.12,21.9,72.39,559.85,Rose,0,0,92.2
27.83,24.95,77.02,388.87,Fern,2,1,50.2
76.1,19.3,60.67,258.13,Fern,2,0,93.72
17.8,38.23,44.53,697.48,Cactus,1,0,82.13
45.98,20.89,74.03,335.82,Fern,2,1,42.56
36.85,36.91,35.35,625.33,Cactus,1,0,80.65
14.64,33.38,20.97,611.76,Cactus,1,1,36.34
74.95,22.32,60.93,227.87,Fern,2,0,80.1
30.28,19.35,62.83,399.46,Fern,2,1,56.43
58.02,18.22,52.83,573.2,Rose,0,0,76.23
65.68,27.09,50.43,346.43,Rose,0,0,76.49
33.0,32.0,43.0,720.0,Cactus,1,1,58.0
8.75,30.34,30.76,654.19,Cactus,1,1,50.51
49.21,23.44,68.26,362.83,Fern,2,1,38.57
83.87,21.02,64.92,420.35,Rose,0,0,83.08
9.92,36.08,41.64,972.68,Cactus,1,1,36.22
28.31,27.41,63.73,412.54,Fern,2,1,57.82
11.59,38.73,41.15,833.17,Cactus,1,1,26.9
71.43,27.08,74.04,289.89,Fern,2,0,92.83
41.16,29.19,66.95,578.66,Rose,0,1,61.35
29.23,28.34,75.34,427.64,Rose,0,1,56.75
35.0,32.0,40.0,700.0,Cactus,1,1,60.0
39.77,19.55,60.05,597.4,Rose,0,1,38.29
11.87,35.18,40.16,774.51,Cactus,1,0,66.49
23.45,26.83,72.44,266.18,Fern,2,1,47.13
59.68,18.7,75.99,540.45,Rose,0,0,89.13
77.28,24.75,80.33,261.94,Fern,2,0,96.68
73.36,19.67,58.76,446.54,Rose,0,0,85.46
11.88,29.97,32.14,610.46,Cactus,1,1,39.45
17.75,29.01,54.1,680.09,Rose,0,1,43.54
25.52,27.21,62.06,491.95,Rose,0,1,50.15
31.43,26.08,84.71,265.38,Fern,2,1,41.91
20.36,25.83,57.15,339.78,Rose,0,1,37.85
84.79,18.89,66.62,687.72,Rose,0,0,87.94
7.28,41.5,42.74,874.41,Cactus,1,1,39.59
72.11,18.01,86.12,387.78,Fern,2,0,90.5
28.0,34.0,38.0,800.0,Cactus,1,1,52.0
16.45,29.73,62.21,648.3,Rose,0,1,53.44
72.7,22.71,63.12,661.66,Rose,0,0,83.23
69.15,23.73,68.31,426.39,Fern,2,0,89.41
25.72,19.85,70.26,278.99,Fern,2,1,52.95
44.55,28.07,53.74,668.34,Rose,0,1,60.28
40.33,23.47,74.25,426.73,Fern,2,1,30.88
71.28,19.69,74.07,329.82,Rose,0,0,95.87
37.58,19.9,76.43,648.74,Rose,0,1,34.01
7.95,31.25,27.03,905.32,Cactus,1,1,51.57
28.16,20.18,79.86,340.11,Fern,2,1,45.71
13.23,39.26,33.81,797.66,Cactus,1,1,28.77
14.22,30.83,24.61,939.72,Cactus,1,0,81.78
31.11,35.57,22.41,691.92,Cactus,1,0,67.42
7.01,33.53,20.99,780.71,Cactus,1,1,39.84
82.22,20.42,81.42,177.42,Fern,2,0,83.81
9.76,34.97,25.12,824.63,Cactus,1,1,29.55
72.82,22.57,79.1,636.85,Rose,0,0,93.05
71.41,18.5,81.74,183.48,Fern,2,0,90.09
38.3,22.88,64.0,228.4,Fern,2,1,41.66
35.92,21.57,77.73,688.42,Rose,0,1,61.22
70.52,23.08,72.58,155.44,Fern,2,0,93.32
10.19,37.49,27.8,894.12,Cactus,1,1,47.22
19.91,22.69,79.08,403.25,Rose,0,1,50.19
43.53,23.99,72.42,437.38,Fern,2,1,46.35
72.46,22.32,89.41,170.25,Fern,2,0,88.58
91.0,20.0,90.0,170.0,Fern,2,0,95.0
14.64,29.25,37.18,787.65,Cactus,1,1,36.33
23.89,20.8,51.26,307.15,Rose,0,1,60.72
31.2,27.36,53.21,604.41,Rose,0,1,48.42
42.02,21.41,74.36,428.66,Fern,2,1,39.43
18.32,28.16,53.82,458.91,Rose,0,1,54.17
7.09,33.16,29.25,619.89,Cactus,1,1,46.59
5.12,33.91,27.38,784.68,Cactus,1,1,40.58
26.0,35.0,36.0,830.0,Cactus,1,1,50.0
13.65,30.2,27.74,710.22,Cactus,1,1,50.69
38.11,35.75,27.64,750.85,Cactus,1,0,78.99
11.4,41.71,35.09,735.97,Cactus,1,1,43.65
84.89,26.83,66.08,326.28,Fern,2,0,93.11
75.02,27.21,77.53,311.5,Fern,2,0,84.34
37.22,21.93,60.86,324.98,Fern,2,1,28.44
17.48,25.24,57.36,455.72,Rose,0,1,38.78
66.66,21.26,74.86,442.7,Rose,0,0,81.28
38.54,36.42,40.48,936.0,Cactus,1,0,73.56
30.7,30.81,33.4,636.74,Cactus,1,0,78.33
70.05,27.58,69.5,580.79,Rose,0,0,91.92
40.0,31.0,50.0,620.0,Rose,0,1,65.0
19.5,40.0,42.65,705.22,Cactus,1,0,90.54
9.72,40.32,25.39,857.57,Cactus,1,1,42.19
83.16,20.21,66.55,412.22,Fern,2,0,84.81
70.91,23.95,67.94,348.59,Fern,2,0,93.76
8.66,31.16,24.9,653.51,Cactus,1,1,42.47
65.28,25.16,81.19,336.81,Fern,2,0,96.35
15.9,21.7,71.14,380.74,Rose,0,1,50.09
75.51,20.29,77.91,428.45,Fern,2,0,96.28
34.76,26.31,75.48,399.87,Rose,0,1,47.4
74.27,18.32,67.57,676.09,Rose,0,0,87.94
17.17,22.71,64.4,540.01,Rose,0,1,38.83
21.64,23.99,87.07,264.96,Fern,2,1,32.67
80.25,19.68,73.86,380.65,Rose,0,0,80.3
19.0,37.0,27.0,920.0,Cactus,1,1,39.0
58.83,21.41,60.89,558.37,Rose,0,0,86.3
81.32,22.71,74.5,475.65,Rose,0,0,84.67
71.7,29.23,70.88,528.02,Rose,0,0,78.11
20.5,24.62,78.07,198.91,Fern,2,1,33.06
33.27,41.5,25.09,798.87,Cactus,1,0,74.51
20.38,41.66,36.02,912.54,Cactus,1,0,69.35
8.84,34.39,29.23,645.99,Cactus,1,1,36.39
37.86,26.72,77.31,253.64,Fern,2,1,53.87
35.85,28.32,73.4,315.85,Rose,0,1,47.29
43.95,18.06,78.55,555.65,Rose,0,1,60.13
7.75,32.29,39.72,769.64,Cactus,1,1,47.61
14.55,39.5,20.04,841.83,Cactus,1,1,26.22
31.79,19.86,55.46,644.71,Rose,0,1,60.65
31.88,19.33,64.76,434.78,Fern,2,1,55.43
13.66,30.54,37.03,668.95,Cactus,1,0,78.49
78.75,27.48,52.74,497.77,Rose,0,0,78.03
7.86,30.85,39.04,746.89,Cactus,1,1,39.02
6.31,31.85,29.86,760.29,Cactus,1,1,35.78
21.0,36.0,31.0,870.0,Cactus,1,1,42.0
23.75,34.79,24.14,959.37,Cactus,1,0,87.62
32.58,19.68,86.38,317.11,Fern,2,1,34.79
91.9,26.25,85.35,224.7,Fern,2,0,91.57
6.28,38.72,20.0,758.3,Cactus,1,1,39.12
75.03,19.95,74.68,372.49,Fern,2,0,88.37
73.86,22.54,82.87,187.8,Fern,2,0,82.92
5.55,41.62,25.65,715.6,Cactus,1,1,32.45
68.0,25.0,70.0,420.0,Fern,2,0,85.0
24.88,25.34,66.26,167.57,Fern,2,1,43.91
34.39,38.05,43.89,606.93,Cactus,1,0,72.33
83.21,29.45,77.45,448.06,Rose,0,0,77.63
77.22,26.36,71.07,443.8,Rose,0,0,82.59
42.0,30.0,53.0,580.0,Rose,0,1,67.0
73.42,21.4,62.37,282.84,Fern,2,0,84.04
76.73,25.23,60.27,326.84,Fern,2,0,90.71
5.94,40.73,36.73,915.13,Cactus,1,1,49.76
34.53,30.99,32.65,919.47,Cactus,1,0,85.77
22.71,37.35,22.39,837.07,Cactus,1,0,77.57
26.06,28.37,64.2,687.28,Rose,0,1,36.97
73.32,21.46,67.44,361.75,Rose,0,0,85.95
33.79,36.09,35.86,903.21,Cactus,1,0,77.28
9.17,39.51,41.26,680.56,Cactus,1,1,43.6
32.1,27.15,76.3,436.83,Rose,0,1,56.95
11.77,39.6,27.37,605.44,Cactus,1,1,46.4
32.62,39.27,20.45,965.87,Cactus,1,0,85.43
72.43,19.56,79.08,329.79,Fern,2,0,82.47
83.42,29.83,72.6,450.5,Rose,0,0,79.01
8.92,38.56,42.96,961.35,Cactus,1,1,41.15
21.74,23.43,54.23,370.55,Rose,0,1,45.71
67.08,24.96,71.48,396.55,Fern,2,0,90.58
48.4,22.0,83.5,229.78,Fern,2,1,61.45
86.68,27.61,76.08,296.55,Fern,2,0,87.9
22.33,32.86,42.5,608.29,Cactus,1,0,82.83
72.0,24.0,65.0,450.0,Rose,0,0,88.0
60.23,26.29,61.6,674.69,Rose,0,0,77.77
44.73,21.97,64.69,371.39,Fern,2,1,40.74
67.52,20.67,53.6,435.05,Rose,0,0,94.61
7.54,33.07,31.81,617.35,Cactus,1,1,27.83
30.59,28.97,24.37,925.18,Cactus,1,0,72.74
17.2,29.99,28.7,771.13,Cactus,1,0,84.44
24.06,32.22,34.96,712.95,Cactus,1,0,73.9
27.63,30.58,29.06,727.11,Cactus,1,0,67.42
38.97,19.28,77.35,358.03,Fern,2,1,50.77
79.25,21.66,52.93,573.69,Rose,0,0,85.73
27.6,30.35,38.42,927.86,Cactus,1,0,72.18
35.52,35.86,33.08,643.61,Cactus,1,0,89.06
12.05,28.36,23.38,965.98,Cactus,1,0,78.94
81.38,24.73,62.43,435.45,Fern,2,0,95.23
37.54,31.92,41.46,711.04,Cactus,1,0,90.52
25.0,36.0,35.0,850.0,Cactus,1,1,48.0
31.18,27.49,59.56,550.36,Rose,0,1,58.76
38.59,19.07,62.53,651.65,Rose,0,1,61.63
6.47,28.11,35.77,770.12,Cactus,1,1,27.5
35.95,18.33,74.27,272.32,Fern,2,1,33.05
34.51,20.39,70.41,328.88,Rose,0,1,33.6
28.42,21.5,83.47,447.75,Fern,2,1,34.46
77.16,27.58,71.97,401.94,Fern,2,0,83.11
39.85,28.81,37.38,973.8,Cactus,1,0,73.96
14.41,35.1,30.24,908.13,Cactus,1,1,49.74
68.86,24.92,66.19,267.56,Fern,2,0,95.01
13.94,41.25,42.31,759.39,Cactus,1,1,48.0
34.52,23.14,69.25,321.91,Fern,2,1,38.08
13.48,38.2,22.38,762.91,Cactus,1,1,25.4
21.79,24.92,64.2,274.75,Fern,2,1,43.32
56.11,25.31,65.08,320.59,Rose,0,0,80.18
37.26,22.29,68.28,380.57,Fern,2,1,35.33
26.07,21.87,61.53,269.34,Fern,2,1,42.78
35.54,30.92,43.26,644.22,Cactus,1,0,87.99
5.25,39.75,20.29,867.41,Cactus,1,1,52.4
28.05,21.61,72.25,353.91,Fern,2,1,28.52
36.6,34.3,24.87,739.75,Cactus,1,0,78.01
45.26,20.97,62.32,200.97,Fern,2,1,33.35
38.12,28.6,24.12,650.06,Cactus,1,0,85.96
14.51,38.32,32.81,858.49,Cactus,1,0,66.49
40.53,27.49,64.28,264.64,Fern,2,1,46.33
6.21,40.63,21.66,802.91,Cactus,1,1,27.69
16.11,25.16,56.9,348.23,Rose,0,1,32.23
24.0,35.0,34.0,840.0,Cactus,1,1,46.0
7.79,30.95,43.94,603.37,Cactus,1,1,53.6
13.99,38.96,39.51,774.04,Cactus,1,1,36.54
80.29,21.13,79.63,219.61,Fern,2,0,80.29
38.15,20.2,78.77,321.48,Fern,2,1,34.14
66.07,23.55,72.42,314.67,Rose,0,0,80.66
70.0,24.0,66.0,440.0,Rose,0,0,87.0
46.23,26.31,66.74,269.8,Fern,2,1,42.54
66.82,18.95,89.97,247.99,Fern,2,0,92.15
67.04,21.88,84.11,420.53,Fern,2,0,82.37
14.26,28.27,31.92,861.33,Cactus,1,1,46.32
14.08,38.0,35.2,717.56,Cactus,1,1,49.33
21.17,34.05,30.99,832.92,Cactus,1,0,89.69
15.67,21.22,66.25,553.39,Rose,0,1,37.59
59.29,27.14,68.55,340.45,Rose,0,0,76.61
29.69,29.79,28.46,952.67,Cactus,1,0,72.58
25.11,20.19,73.69,563.48,Rose,0,1,46.21
30.53,19.05,60.52,313.28,Rose,0,1,34.44
70.52,21.4,75.32,334.54,Fern,2,0,95.44
73.03,18.92,77.97,337.09,Fern,2,0,90.98
73.47,23.38,85.2,446.84,Fern,2,0,95.36
36.22,19.83,67.29,542.69,Rose,0,1,45.66
58.59,26.56,72.82,524.51,Rose,0,0,90.28
42.6,22.16,60.41,595.0,Rose,0,1,47.46
27.8,40.49,24.63,630.01,Cactus,1,0,72.77
33.96,18.14,62.45,227.58,Fern,2,1,28.49
68.5,20.56,70.66,352.2,Fern,2,0,79.98
47.13,21.75,76.5,165.17,Fern,2,1,43.2
73.88,26.35,63.64,551.02,Rose,0,0,88.07
42.93,26.27,70.3,386.27,Rose,0,1,53.71
85.0,21.0,84.0,200.0,Fern,2,0,93.0
40.29,24.8,88.38,238.75,Fern,2,1,28.58
